EBELN,EBELP,MATNR,ORDER_QTY,NETPR,LINE_NETWR,WERKS,SCHEDULED_DATE,BSTYP
45000001613,00004,M100289,47,64.7,3040.9,PL01,2025-07-10,
45000001614,00001,M100393,53,99.43,5269.79,PL03,2025-04-29,
45000001614,00002,M100096,51,41.63,2123.13,PL04,2025-04-26,
45000001614,00003,M100235,48,0.49,23.52,PL02,2025-04-25,
45000001615,00001,M100480,53,92.41,4897.73,PL03,2025-06-02,
45000001616,00001,M100014,49,18.71,916.79,PL03,2025-05-07,
45000001616,00002,M100088,48,7.2,345.6,PL02,2025-03-24,
45000001616,00003,M100360,53,23.39,1239.67,PL01,2025-04-19,
45000001617,00001,M100143,47,497.11,23364.17,PL03,2025-06-22,
45000001618,00001,M100430,52,17.31,900.12,PL02,2025-06-16,
45000001618,00002,M100271,33,5.64,186.12,PL04,2025-06-19,
45000001618,00003,M100259,52,20.68,1075.36,PL01,2025-06-16,
45000001619,00001,M100112,57,31.8,1812.6,PL01,2025-04-25,
45000001619,00002,M100326,43,12.24,526.32,PL03,2025-05-10,
45000001620,00001,M100414,44,77.55,3412.2,PL04,2025-01-13,
45000001621,00001,M100034,41,196.56,8058.96,PL01,2025-02-26,
45000001622,00001,M100013,66,361.61,23866.26,PL04,2025-04-12,
45000001622,00002,M100429,45,7.12,320.4,PL02,2025-04-27,
45000001622,00003,M100184,50,27.93,1396.5,PL02,2025-05-25,
45000001623,00001,M100488,44,14.28,628.32,PL02,2025-03-31,
45000001624,00001,M100446,53,192.16,10184.48,PL02,2025-04-16,
45000001625,00001,M100278,59,120.6,7115.4,PL01,2025-02-09,
45000001626,00001,M100081,48,142.66,6847.68,PL02,2025-03-11,
45000001626,00002,M100254,51,43.33,2209.83,PL03,2025-02-24,
45000001626,00003,M100122,57,8.82,502.74,PL04,2025-02-25,
45000001627,00001,M100032,41,17.04,698.64,PL02,2025-02-13,
45000001627,00002,M100152,47,11.5,540.5,PL01,2025-03-25,
45000001627,00003,M100163,47,7.9,371.3,PL01,2025-02-25,
45000001628,00001,M100469,41,45.26,1855.66,PL04,2025-06-22,
45000001629,00001,M100318,55,61.83,3400.65,PL02,2025-07-29,
45000001629,00002,M100394,57,5.66,322.62,PL04,2025-08-05,
45000001629,00003,M100190,49,90.05,4412.45,PL04,2025-06-13,
45000001630,00001,M100172,49,37.94,1859.06,PL03,2025-03-30,
45000001631,00001,M100291,55,33.45,1839.75,PL04,2025-02-23,
45000001631,00002,M100050,40,58.63,2345.2,PL03,2025-02-16,
45000001631,00003,M100157,42,4.44,186.48,PL01,2025-02-27,
45000001632,00001,M100172,58,34.21,1984.18,PL04,2025-03-31,
45000001632,00002,M100344,46,16.43,755.78,PL04,2025-03-16,
45000001633,00001,M100494,52,70.5,3666.0,PL02,2025-01-26,
45000001634,00001,M100129,55,56.77,3122.35,PL02,2025-06-25,
45000001635,00001,M100146,54,2.62,141.48,PL01,2025-05-26,
45000001635,00002,M100340,42,77.74,3265.08,PL04,2025-04-28,
45000001636,00001,M100498,37,26.01,962.37,PL04,2025-02-22,
45000001636,00002,M100427,54,8.42,454.68,PL02,2025-03-01,
45000001636,00003,M100324,46,7.1,326.6,PL03,2025-03-06,
45000001636,00004,M100039,51,598.79,30538.29,PL03,2025-02-24,
45000001636,00005,M100225,51,52.33,2668.83,PL03,2025-04-07,
45000001637,00001,M100346,55,41.01,2255.55,PL02,2025-05-15,
45000001637,00002,M100346,72,86.12,6200.64,PL04,2025-04-22,
45000001638,00001,M100014,50,60.58,3029.0,PL02,2025-08-05,
45000001639,00001,M100262,46,255.14,11736.44,PL01,2025-02-01,
45000001639,00002,M100443,59,26.3,1551.7,PL01,2025-01-28,
45000001640,00001,M100011,52,26.82,1394.64,PL03,2025-04-21,
45000001640,00002,M100308,39,30.46,1187.94,PL04,2025-03-30,
45000001640,00003,M100376,50,30.65,1532.5,PL04,2025-04-25,
45000001640,00004,M100160,46,49.23,2264.58,PL04,2025-05-26,
45000001641,00001,M100440,53,1.11,58.83,PL04,2025-01-22,
45000001641,00002,M100366,46,125.76,5784.96,PL04,2025-02-02,
45000001641,00003,M100040,44,49.6,2182.4,PL03,2025-01-31,
45000001642,00001,M100107,58,75.9,4402.2,PL03,2025-03-04,
45000001642,00002,M100032,47,24.46,1149.62,PL03,2025-03-11,
45000001643,00001,M100144,43,32.76,1408.68,PL02,2025-06-30,
45000001644,00001,M100216,48,115.67,5552.16,PL02,2025-08-18,
45000001645,00001,M100370,46,28.47,1309.62,PL02,2025-05-16,
45000001646,00001,M100166,51,80.15,4087.65,PL01,2025-07-01,
45000001646,00002,M100411,46,26.87,1236.02,PL03,2025-06-10,
45000001647,00001,M100466,43,17.96,772.28,PL02,2025-06-20,
45000001647,00002,M100200,61,87.16,5316.76,PL02,2025-06-20,
45000001647,00003,M100188,56,113.32,6345.92,PL01,2025-07-01,
45000001648,00001,M100283,55,8.52,468.6,PL01,2025-07-20,
45000001648,00002,M100283,47,5.27,247.69,PL03,2025-07-15,
45000001649,00001,M100458,60,100.49,6029.4,PL02,2025-05-03,
45000001649,00002,M100275,65,8.51,553.15,PL02,2025-06-08,
45000001649,00003,M100409,50,4.2,210.0,PL04,2025-05-02,
45000001650,00001,M100473,43,13.74,590.82,PL02,2025-06-02,
45000001651,00001,M100263,51,164.91,8410.41,PL04,2025-02-22,
45000001652,00001,M100394,53,36.86,1953.58,PL02,2025-02-27,
45000001653,00001,M100354,60,26.1,1566.0,PL01,2025-04-13,
45000001653,00002,M100373,49,22.84,1119.16,PL01,2025-05-08,
45000001653,00003,M100119,59,6.11,360.49,PL01,2025-05-05,
45000001653,00004,M100242,46,34.46,1585.16,PL02,2025-04-17,
45000001654,00001,M100208,47,5.14,241.58,PL04,2025-06-16,
45000001654,00002,M100006,51,118.36,6036.36,PL02,2025-06-04,
45000001654,00003,M100125,61,60.71,3703.31,PL01,2025-07-10,
45000001655,00001,M100483,57,44.35,2527.95,PL02,2025-05-28,
45000001655,00002,M100443,46,104.56,4809.76,PL01,2025-04-24,
45000001656,00001,M100299,44,39.77,1749.88,PL01,2025-04-24,
45000001656,00002,M100019,44,80.73,3552.12,PL02,2025-05-11,
45000001657,00001,M100340,36,11.21,403.56,PL01,2025-03-23,
45000001657,00002,M100236,45,35.66,1604.7,PL04,2025-03-09,
45000001657,00003,M100227,51,7.66,390.66,PL03,2025-03-20,
45000001658,00001,M100423,37,26.57,983.09,PL02,2025-03-28,
45000001659,00001,M100421,52,4.06,211.12,PL02,2025-04-13,
45000001660,00001,M100082,51,10.77,549.27,PL01,2025-07-01,
45000001660,00002,M100087,61,10.37,632.57,PL02,2025-07-30,
45000001661,00001,M100030,50,9.55,477.5,PL03,2025-05-03,
45000001661,00002,M100049,47,54.58,2565.26,PL01,2025-05-03,
45000001661,00003,M100015,57,51.13,2914.41,PL01,2025-04-26,
45000001662,00001,M100317,45,174.3,7843.5,PL02,2025-06-07,
45000001662,00002,M100067,50,31.34,1567.0,PL01,2025-06-27,
45000001662,00003,M100190,41,714.07,29276.87,PL02,2025-07-21,
45000001662,00004,M100244,41,2.82,115.62,PL02,2025-06-12,
45000001663,00001,M100191,47,112.27,5276.69,PL03,2025-06-20,
45000001663,00002,M100455,63,92.74,5842.62,PL03,2025-06-13,
45000001664,00001,M100208,63,14.34,903.42,PL02,2025-06-12,
45000001664,00002,M100125,55,123.93,6816.15,PL02,2025-06-28,
45000001664,00003,M100149,49,32.71,1602.79,PL01,2025-06-28,
45000001665,00001,M100404,56,6.97,390.32,PL02,2025-02-06,
45000001665,00002,M100335,55,11.93,656.15,PL01,2025-01-31,
45000001665,00003,M100194,52,10.95,569.4,PL04,2025-02-04,
45000001666,00001,M100362,37,86.31,3193.47,PL01,2025-02-09,
45000001667,00001,M100272,52,12.01,624.52,PL04,2025-06-05,
45000001667,00002,M100405,47,65.07,3058.29,PL04,2025-06-15,
45000001667,00003,M100193,54,6.78,366.12,PL04,2025-06-07,
45000001667,00004,M100169,52,215.99,11231.48,PL04,2025-06-28,
45000001668,00001,M100098,61,18.96,1156.56,PL04,2025-08-04,
45000001668,00002,M100426,55,81.55,4485.25,PL03,2025-08-13,
45000001669,00001,M100453,44,723.06,31814.64,PL04,2025-07-01,
45000001669,00002,M100220,51,11.31,576.81,PL03,2025-06-16,
45000001670,00001,M100237,52,35.93,1868.36,PL04,2025-06-23,
45000001670,00002,M100440,55,21.7,1193.5,PL04,2025-06-21,
45000001670,00003,M100059,60,10.52,631.2,PL01,2025-06-26,
45000001670,00004,M100020,63,40.81,2571.03,PL01,2025-07-21,
45000001671,00001,M100226,43,42.95,1846.85,PL03,2025-06-10,
45000001672,00001,M100212,50,141.11,7055.5,PL03,2025-05-13,
45000001672,00002,M100041,57,53.95,3075.15,PL04,2025-05-30,
45000001672,00003,M100091,48,32.94,1581.12,PL04,2025-05-25,
45000001672,00004,M100162,46,17.42,801.32,PL03,2025-05-07,
45000001673,00001,M100477,46,107.31,4936.26,PL03,2025-06-13,
45000001673,00002,M100073,49,36.79,1802.71,PL02,2025-06-30,
45000001673,00003,M100306,37,9.16,338.92,PL01,2025-05-26,
45000001674,00001,M100121,58,29.88,1733.04,PL04,2025-06-16,
45000001675,00001,M100052,44,65.49,2881.56,PL02,2025-06-22,
45000001675,00002,M100128,38,68.48,2602.24,PL02,2025-07-05,
45000001675,00003,M100123,40,8.58,343.2,PL03,2025-06-19,
45000001676,00001,M100380,49,172.81,8467.69,PL02,2025-02-08,
45000001676,00002,M100126,49,404.05,19798.45,PL01,2025-03-28,
45000001677,00001,M100471,56,11.38,637.28,PL02,2025-03-10,
45000001677,00002,M100044,56,33.49,1875.44,PL04,2025-01-28,
45000001677,00003,M100343,53,226.97,12029.41,PL04,2025-02-06,
45000001678,00001,M100253,54,15.79,852.66,PL04,2025-05-05,
45000001679,00001,M100317,54,7.18,387.72,PL04,2025-02-01,
45000001679,00002,M100497,56,52.54,2942.24,PL02,2025-02-07,
45000001680,00001,M100407,69,8.22,567.18,PL02,2025-02-09,
45000001681,00001,M100208,51,391.9,19986.9,PL01,2025-05-22,
45000001681,00002,M100165,44,76.35,3359.4,PL02,2025-07-03,
45000001682,00001,M100249,48,41.84,2008.32,PL01,2025-02-06,
45000001683,00001,M100098,51,21.21,1081.71,PL03,2025-03-25,
45000001684,00001,M100261,58,25.49,1478.42,PL03,2025-06-01,
45000001684,00002,M100362,62,25.06,1553.72,PL04,2025-06-28,
45000001684,00003,M100464,50,306.57,15328.5,PL04,2025-05-07,
45000001685,00001,M100331,60,49.1,2946.0,PL03,2025-06-02,
45000001685,00002,M100137,51,5.73,292.23,PL04,2025-05-13,
45000001686,00001,M100260,50,85.67,4283.5,PL04,2025-04-30,
45000001687,00001,M100444,41,7.6,311.6,PL03,2025-07-01,
45000001687,00002,M100397,56,47.18,2642.08,PL02,2025-06-29,
45000001688,00001,M100347,35,90.69,3174.15,PL02,2025-03-02,
45000001689,00001,M100065,47,76.12,3577.64,PL01,2025-07-01,
45000001690,00001,M100081,51,5.75,293.25,PL03,2025-01-27,
45000001690,00002,M100122,41,128.94,5286.54,PL01,2025-02-25,
45000001690,00003,M100269,44,24.81,1091.64,PL02,2025-03-05,
45000001691,00001,M100261,62,12.91,800.42,PL03,2025-06-13,
45000001691,00002,M100207,52,56.57,2941.64,PL04,2025-07-07,
45000001691,00003,M100086,48,1.26,60.48,PL03,2025-08-02,
45000001691,00004,M100178,45,7.02,315.9,PL04,2025-07-04,
45000001691,00005,M100378,63,41.15,2592.45,PL03,2025-06-30,
45000001692,00001,M100102,54,111.15,6002.1,PL03,2025-02-05,
45000001692,00002,M100260,52,19.49,1013.48,PL01,2025-03-30,
45000001693,00001,M100028,48,31.1,1492.8,PL04,2025-07-27,
45000001693,00002,M100225,64,96.59,6181.76,PL04,2025-07-06,
45000001694,00001,M100248,48,16.03,769.44,PL01,2025-06-26,
45000001694,00002,M100407,61,26.36,1607.96,PL01,2025-05-24,
45000001694,00003,M100176,45,14.47,651.15,PL04,2025-06-05,
45000001694,00004,M100188,63,27.55,1735.65,PL04,2025-06-30,
45000001695,00001,M100014,54,163.9,8850.6,PL03,2025-02-10,
45000001696,00001,M100491,47,110.31,5184.57,PL02,2025-04-30,
45000001696,00002,M100281,45,12.11,544.95,PL02,2025-03-18,
45000001697,00001,M100490,51,45.03,2296.53,PL04,2025-05-12,
45000001698,00001,M100468,49,38.48,1885.52,PL04,2025-04-28,
45000001698,00002,M100098,44,41.44,1823.36,PL01,2025-04-16,
45000001698,00003,M100307,43,3.21,138.03,PL03,2025-04-14,
45000001699,00001,M100290,46,32.46,1493.16,PL02,2025-04-11,
45000001699,00002,M100142,58,32.69,1896.02,PL04,2025-05-05,
45000001699,00003,M100015,44,9.97,438.68,PL02,2025-04-25,
45000001700,00001,M100203,56,215.66,12076.96,PL02,2025-06-13,
45000001700,00002,M100385,41,14.31,586.71,PL03,2025-07-14,
45000001701,00001,M100245,35,38.69,1354.15,PL02,2025-01-31,
45000001701,00002,M100199,52,7.61,395.72,PL01,2025-02-10,
45000001702,00001,M100098,47,118.68,5577.96,PL01,2025-02-23,
45000001703,00001,M100339,56,13.55,758.8,PL04,2025-05-10,
45000001703,00002,M100296,49,14.44,707.56,PL01,2025-04-04,
45000001704,00001,M100236,52,10.86,564.72,PL04,2025-08-05,
45000001704,00002,M100321,42,30.26,1270.92,PL02,2025-08-06,
45000001704,00003,M100451,38,36.62,1391.56,PL04,2025-06-15,
45000001705,00001,M100408,46,39.3,1807.8,PL01,2025-02-27,
45000001706,00001,M100199,44,10.36,455.84,PL04,2025-03-30,
45000001707,00001,M100457,45,12.4,558.0,PL03,2025-03-12,
45000001707,00002,M100040,47,6.27,294.69,PL03,2025-03-27,
45000001708,00001,M100244,49,15.91,779.59,PL04,2025-06-17,
45000001708,00002,M100338,50,32.33,1616.5,PL03,2025-07-11,
45000001708,00003,M100092,40,18.84,753.6,PL03,2025-07-04,
45000001708,00004,M100028,38,53.33,2026.54,PL02,2025-07-13,
45000001709,00001,M100410,45,9.98,449.1,PL03,2025-05-31,
45000001709,00002,M100213,40,10.52,420.8,PL02,2025-04-24,
45000001709,00003,M100045,48,11.47,550.56,PL01,2025-05-07,
45000001710,00001,M100391,48,12.23,587.04,PL04,2025-05-17,
45000001711,00001,M100463,49,109.37,5359.13,PL03,2025-02-10,
45000001711,00002,M100152,57,41.32,2355.24,PL03,2025-02-09,
45000001712,00001,M100239,51,33.43,1704.93,PL04,2025-03-14,
45000001712,00002,M100251,45,35.69,1606.05,PL03,2025-05-01,
45000001712,00003,M100455,51,36.19,1845.69,PL03,2025-03-17,
45000001712,00004,M100235,53,29.55,1566.15,PL02,2025-04-15,
45000001713,00001,M100350,55,16.02,881.1,PL02,2025-04-29,
45000001714,00001,M100313,46,230.83,10618.18,PL02,2025-07-22,
45000001714,00002,M100045,46,89.44,4114.24,PL02,2025-06-25,
45000001715,00001,M100436,53,57.57,3051.21,PL02,2025-07-08,
45000001716,00001,M100315,67,184.6,12368.2,PL01,2025-03-30,
45000001716,00002,M100361,55,92.22,5072.1,PL03,2025-03-12,
45000001717,00001,M100188,49,259.44,12712.56,PL04,2025-05-23,
45000001718,00001,M100162,36,14.07,506.52,PL03,2025-04-05,
45000001719,00001,M100367,55,3.02,166.1,PL01,2025-05-20,
45000001720,00001,M100041,48,36.44,1749.12,PL02,2025-05-18,
45000001721,00001,M100279,41,70.6,2894.6,PL04,2025-07-10,
45000001721,00002,M100397,47,53.43,2511.21,PL01,2025-06-30,
45000001722,00001,M100271,54,47.41,2560.14,PL03,2025-07-16,
45000001722,00002,M100080,56,40.75,2282.0,PL01,2025-06-14,
45000001722,00003,M100164,56,36.57,2047.92,PL04,2025-07-09,
45000001722,00004,M100334,53,56.55,2997.15,PL04,2025-05-27,
45000001722,00005,M100175,50,250.35,12517.5,PL04,2025-06-17,
45000001723,00001,M100434,47,10.69,502.43,PL01,2025-05-04,
45000001723,00002,M100033,58,11.47,665.26,PL03,2025-04-20,
45000001724,00001,M100484,45,99.09,4459.05,PL03,2025-06-08,
45000001724,00002,M100082,52,49.34,2565.68,PL04,2025-07-19,
45000001725,00001,M100283,47,7.72,362.84,PL04,2025-07-09,
45000001726,00001,M100271,53,28.07,1487.71,PL04,2025-04-15,
45000001727,00001,M100302,62,19.22,1191.64,PL02,2025-07-15,
45000001727,00002,M100180,51,10.38,529.38,PL04,2025-08-13,
45000001728,00001,M100470,53,88.11,4669.83,PL02,2025-06-22,
45000001728,00002,M100287,41,35.55,1457.55,PL02,2025-07-13,
45000001729,00001,M100465,43,36.92,1587.56,PL02,2025-07-07,
45000001729,00002,M100268,44,5.34,234.96,PL02,2025-07-24,
45000001729,00003,M100450,53,29.47,1561.91,PL03,2025-07-23,
45000001729,00004,M100082,59,40.6,2395.4,PL04,2025-08-09,
45000001730,00001,M100477,48,64.53,3097.44,PL01,2025-01-10,
45000001730,00002,M100151,56,137.95,7725.2,PL01,2025-01-09,
45000001730,00003,M100213,50,113.45,5672.5,PL01,2025-01-13,
45000001730,00004,M100233,48,16.41,787.68,PL04,2025-02-04,
45000001730,00005,M100110,55,83.85,4611.75,PL01,2025-03-04,
45000001731,00001,M100360,45,164.89,7420.05,PL02,2025-07-02,
45000001731,00002,M100356,40,107.08,4283.2,PL01,2025-07-29,
45000001731,00003,M100003,53,46.77,2478.81,PL02,2025-07-01,
45000001731,00004,M100262,49,96.22,4714.78,PL02,2025-07-17,
45000001731,00005,M100357,39,11.29,440.31,PL03,2025-08-11,
45000001732,00001,M100223,46,5.37,247.02,PL03,2025-03-05,
45000001733,00001,M100443,55,8.31,457.05,PL01,2025-01-11,
45000001734,00001,M100282,51,19.24,981.24,PL02,2025-05-29,
45000001734,00002,M100461,51,506.32,25822.32,PL03,2025-04-23,
45000001734,00003,M100068,50,77.3,3865.0,PL01,2025-04-04,
45000001735,00001,M100115,63,351.8,22163.4,PL01,2025-02-18,
45000001735,00002,M100255,44,167.67,7377.48,PL01,2025-04-09,
45000001736,00001,M100141,51,42.27,2155.77,PL02,2025-05-26,
45000001736,00002,M100406,64,51.27,3281.28,PL02,2025-06-02,
45000001736,00003,M100382,48,357.06,17138.88,PL04,2025-05-28,
45000001736,00004,M100350,40,108.67,4346.8,PL04,2025-04-12,
45000001736,00005,M100215,49,38.2,1871.8,PL03,2025-05-13,
45000001737,00001,M100148,50,6.43,321.5,PL03,2025-02-15,
45000001737,00002,M100240,54,146.67,7920.18,PL01,2025-03-01,
45000001737,00003,M100196,69,27.2,1876.8,PL03,2025-01-15,
45000001738,00001,M100140,51,27.88,1421.88,PL01,2025-03-21,
45000001739,00001,M100319,43,42.27,1817.61,PL03,2025-03-09,
45000001740,00001,M100470,50,8.06,403.0,PL01,2025-04-14,
45000001740,00002,M100234,39,9.55,372.45,PL02,2025-04-27,
45000001741,00001,M100235,45,4.6,207.0,PL03,2025-02-26,
45000001741,00002,M100415,54,28.97,1564.38,PL04,2025-04-19,
45000001741,00003,M100230,65,71.67,4658.55,PL03,2025-04-07,
45000001742,00001,M100211,47,10.95,514.65,PL02,2025-03-15,
45000001742,00002,M100129,57,20.81,1186.17,PL04,2025-03-22,
45000001742,00003,M100349,49,106.58,5222.42,PL04,2025-02-21,
45000001743,00001,M100212,51,2.63,134.13,PL03,2025-03-04,
45000001743,00002,M100125,44,54.67,2405.48,PL04,2025-03-12,
45000001744,00001,M100124,45,8.97,403.65,PL02,2025-07-15,
45000001744,00002,M100407,48,31.29,1501.92,PL03,2025-07-07,
45000001744,00003,M100116,53,13.08,693.24,PL03,2025-06-08,
45000001745,00001,M100225,45,22.47,1011.15,PL02,2025-03-16,
45000001745,00002,M100311,46,41.85,1925.1,PL02,2025-04-01,
45000001745,00003,M100433,46,50.97,2344.62,PL02,2025-02-17,
45000001746,00001,M100396,59,23.24,1371.16,PL01,2025-01-21,
45000001746,00002,M100441,44,13.0,572.0,PL01,2025-01-27,
45000001747,00001,M100413,47,10.58,497.26,PL01,2025-06-12,
45000001748,00001,M100108,42,13.47,565.74,PL02,2025-01-16,
45000001749,00001,M100413,52,181.04,9414.08,PL01,2025-03-25,
45000001749,00002,M100238,42,24.17,1015.14,PL03,2025-04-20,
45000001749,00003,M100437,39,138.86,5415.54,PL03,2025-04-13,
45000001750,00001,M100171,52,19.65,1021.8,PL02,2025-06-05,
45000001750,00002,M100297,62,7.78,482.36,PL04,2025-05-18,
45000001751,00001,M100211,45,51.71,2326.95,PL04,2025-04-01,
45000001751,00002,M100153,42,12.0,504.0,PL03,2025-05-23,
45000001752,00001,M100289,45,22.67,1020.15,PL02,2025-08-21,
45000001753,00001,M100196,58,14.21,824.18,PL04,2025-06-24,
45000001754,00001,M100053,51,15.11,770.61,PL01,2025-04-06,
45000001754,00002,M100240,50,337.92,16896.0,PL02,2025-04-08,
45000001754,00003,M100092,58,12.97,752.26,PL02,2025-04-05,
45000001755,00001,M100305,55,7.95,437.25,PL01,2025-01-06,
45000001755,00002,M100326,51,13.97,712.47,PL01,2025-02-25,
45000001755,00003,M100419,46,49.02,2254.92,PL03,2025-01-27,
45000001756,00001,M100358,56,76.13,4263.28,PL02,2025-07-19,
45000001757,00001,M100173,59,43.62,2573.58,PL04,2025-05-19,
45000001758,00001,M100083,37,33.99,1257.63,PL04,2025-05-16,
45000001759,00001,M100027,55,184.19,10130.45,PL03,2025-02-23,
45000001759,00002,M100327,52,7.48,388.96,PL02,2025-03-19,
45000001759,00003,M100063,42,14.88,624.96,PL03,2025-03-14,
45000001760,00001,M100177,36,30.11,1083.96,PL04,2025-07-14,
45000001761,00001,M100290,52,519.52,27015.04,PL03,2025-03-28,
45000001761,00002,M100287,63,25.89,1631.07,PL02,2025-01-29,
45000001762,00001,M100347,41,26.44,1084.04,PL02,2025-04-13,
45000001762,00002,M100063,56,12.02,673.12,PL04,2025-04-02,
45000001762,00003,M100353,45,35.52,1598.4,PL04,2025-05-23,
45000001762,00004,M100429,53,8.31,440.43,PL03,2025-04-06,
45000001762,00005,M100437,45,361.08,16248.6,PL01,2025-05-23,
45000001763,00001,M100477,47,10.02,470.94,PL02,2025-06-24,
45000001763,00002,M100130,42,24.1,1012.2,PL04,2025-06-26,
45000001764,00001,M100381,52,14.11,733.72,PL02,2025-07-15,
45000001764,00002,M100472,50,3.69,184.5,PL02,2025-06-25,
45000001765,00001,M100319,44,14.89,655.16,PL01,2025-05-27,
45000001765,00002,M100150,64,29.98,1918.72,PL01,2025-05-18,
45000001766,00001,M100198,56,72.18,4042.08,PL03,2025-03-03,
45000001767,00001,M100302,46,40.15,1846.9,PL03,2025-08-01,
45000001767,00002,M100274,53,9.47,501.91,PL03,2025-07-02,
45000001767,00003,M100139,61,235.69,14377.09,PL01,2025-06-17,
45000001768,00001,M100424,39,188.83,7364.37,PL04,2025-03-06,
45000001769,00001,M100330,59,20.36,1201.24,PL02,2025-04-27,
45000001769,00002,M100247,48,35.16,1687.68,PL02,2025-05-05,
45000001769,00003,M100446,52,32.7,1700.4,PL03,2025-05-17,
45000001770,00001,M100311,45,90.76,4084.2,PL04,2025-07-30,
45000001771,00001,M100412,50,9.15,457.5,PL02,2025-05-07,
45000001771,00002,M100328,47,10.59,497.73,PL01,2025-05-09,
45000001771,00003,M100432,44,7.92,348.48,PL03,2025-05-14,
45000001772,00001,M100411,55,24.59,1352.45,PL04,2025-01-29,
45000001772,00002,M100498,51,15.99,815.49,PL03,2025-02-17,
45000001772,00003,M100030,57,314.03,17899.71,PL01,2025-02-22,
45000001772,00004,M100013,54,28.8,1555.2,PL01,2025-02-26,
45000001772,00005,M100239,51,46.78,2385.78,PL04,2025-03-27,
45000001773,00001,M100254,58,174.93,10145.94,PL04,2025-06-25,
45000001774,00001,M100438,61,7.82,477.02,PL02,2025-03-29,
45000001774,00002,M100355,40,26.67,1066.8,PL03,2025-03-23,
45000001775,00001,M100474,58,23.06,1337.48,PL02,2025-02-16,
45000001776,00001,M100279,50,34.57,1728.5,PL03,2025-07-03,
45000001776,00002,M100032,51,44.61,2275.11,PL01,2025-08-05,
45000001777,00001,M100351,54,109.62,5919.48,PL02,2025-06-16,
45000001777,00002,M100267,41,54.36,2228.76,PL03,2025-05-30,
45000001777,00003,M100387,51,83.9,4278.9,PL03,2025-05-05,
45000001778,00001,M100048,50,19.14,957.0,PL02,2025-03-07,
45000001778,00002,M100414,48,8.08,387.84,PL02,2025-04-26,
45000001779,00001,M100460,53,66.82,3541.46,PL04,2025-04-06,
45000001780,00001,M100234,43,327.5,14082.5,PL04,2025-04-03,
45000001780,00002,M100047,42,20.41,857.22,PL04,2025-04-06,
45000001780,00003,M100387,58,16.69,968.02,PL01,2025-05-24,
45000001781,00001,M100187,40,36.66,1466.4,PL03,2025-03-14,
45000001781,00002,M100355,52,129.41,6729.32,PL04,2025-02-09,
45000001782,00001,M100323,60,4.45,267.0,PL03,2025-05-05,
45000001783,00001,M100025,45,5.06,227.7,PL01,2025-07-20,
45000001784,00001,M100421,51,260.41,13280.91,PL02,2025-06-14,
45000001785,00001,M100302,48,18.56,890.88,PL03,2025-04-11,
45000001785,00002,M100114,50,15.91,795.5,PL01,2025-04-16,
45000001786,00001,M100289,44,23.12,1017.28,PL02,2025-05-28,
45000001786,00002,M100008,59,7.0,413.0,PL04,2025-05-04,
45000001787,00001,M100133,52,93.98,4886.96,PL03,2025-07-09,
45000001787,00002,M100136,53,6.49,343.97,PL02,2025-06-28,
45000001787,00003,M100267,55,55.44,3049.2,PL04,2025-07-03,
45000001788,00001,M100240,50,41.17,2058.5,PL03,2025-07-10,
45000001788,00002,M100284,42,21.84,917.28,PL02,2025-06-29,
45000001788,00003,M100234,52,9.68,503.36,PL01,2025-06-05,
45000001789,00001,M100156,43,59.34,2551.62,PL02,2025-06-17,
45000001789,00002,M100394,32,46.76,1496.32,PL03,2025-04-29,
45000001790,00001,M100310,44,22.42,986.48,PL03,2025-02-23,
45000001790,00002,M100218,42,36.03,1513.26,PL03,2025-02-07,
45000001790,00003,M100456,43,7.55,324.65,PL02,2025-03-10,
45000001791,00001,M100043,55,14.19,780.45,PL04,2025-03-13,
45000001791,00002,M100249,55,174.42,9593.1,PL02,2025-03-23,
45000001791,00003,M100198,54,216.82,11708.28,PL01,2025-04-17,
45000001791,00004,M100306,58,53.18,3084.44,PL03,2025-03-19,
45000001792,00001,M100001,48,4.99,239.52,PL01,2025-03-01,
45000001792,00002,M100328,56,56.4,3158.4,PL02,2025-04-21,
45000001792,00003,M100201,45,15.14,681.3,PL01,2025-04-20,
45000001792,00004,M100043,43,66.7,2868.1,PL01,2025-03-12,
45000001793,00001,M100455,44,7.96,350.24,PL01,2025-05-27,
45000001794,00001,M100172,42,29.22,1227.24,PL03,2025-04-15,
45000001794,00002,M100165,42,56.73,2382.66,PL01,2025-05-22,
45000001795,00001,M100346,46,74.7,3436.2,PL04,2025-06-14,
45000001796,00001,M100189,57,12.72,725.04,PL01,2025-03-24,
45000001796,00002,M100362,54,42.43,2291.22,PL04,2025-03-24,
45000001797,00001,M100314,63,20.02,1261.26,PL01,2025-02-08,
45000001797,00002,M100383,44,21.99,967.56,PL03,2025-02-28,
45000001798,00001,M100018,43,20.41,877.63,PL01,2025-03-21,
45000001798,00002,M100106,48,68.12,3269.76,PL01,2025-03-21,
45000001799,00001,M100396,58,74.35,4312.3,PL02,2025-06-16,
45000001800,00001,M100061,40,51.67,2066.8,PL02,2025-03-22,
45000001801,00001,M100089,55,10.5,577.5,PL03,2025-03-24,
45000001802,00001,M100289,40,42.31,1692.4,PL01,2025-04-23,
45000001802,00002,M100193,48,13.55,650.4,PL01,2025-02-28,
45000001803,00001,M100192,55,230.41,12672.55,PL02,2025-04-16,
45000001803,00002,M100480,49,8.98,440.02,PL03,2025-04-17,
