EBELN,BUKRS,LIFNR,EKORG,AEDAT,NETWR,WAERS,BSTAT
45000001354,1000,100009,P300,2025-03-27,15488.63,USD,
45000001355,2000,100191,P300,2025-01-02,46239.8,USD,A
45000001356,3000,100081,P200,2025-02-14,4642.22,EUR,B
45000001357,1000,100027,P100,2025-02-05,37825.22,USD,A
45000001358,2000,100185,P100,2025-05-22,301.68,USD,B
45000001359,2000,100123,P300,2025-03-19,1063.79,EUR,A
45000001360,1000,100098,P100,2025-02-27,158.4,INR,A
45000001361,3000,100098,P300,2025-03-18,6217.61,USD,
45000001362,3000,100049,P200,2025-06-17,12357.42,USD,
45000001363,3000,100023,P300,2025-05-06,40347.9,INR,
45000001364,2000,100142,P200,2025-01-31,828.5,INR,B
45000001365,3000,100186,P200,2025-04-03,5959.31,EUR,A
45000001366,3000,100186,P300,2025-03-08,14234.44,USD,B
45000001367,2000,100035,P300,2025-01-31,2007.9,EUR,B
45000001368,2000,100077,P100,2025-01-05,11794.04,EUR,
45000001369,2000,100136,P200,2025-02-07,547.77,EUR,
45000001370,1000,100027,P100,2025-04-02,27920.52,USD,A
45000001371,3000,100122,P200,2025-04-18,6149.31,INR,A
45000001372,3000,100144,P300,2025-03-16,12106.37,INR,B
45000001373,3000,100169,P100,2025-02-19,5821.64,INR,B
45000001374,3000,100084,P200,2025-02-12,437.8,USD,B
45000001375,2000,100105,P300,2025-03-19,2770.89,EUR,B
45000001376,1000,100056,P300,2025-04-03,317.4,EUR,A
45000001377,1000,100006,P100,2025-02-06,13557.42,EUR,A
45000001378,2000,100057,P200,2025-04-06,1733.82,USD,
45000001379,1000,100123,P100,2025-01-27,1733.32,EUR,
45000001380,3000,100110,P300,2025-02-18,10256.13,EUR,B
45000001381,3000,100167,P300,2025-05-17,7052.19,EUR,
45000001382,2000,100135,P100,2025-04-17,1866.09,INR,
45000001383,2000,100121,P200,2025-01-05,8669.95,USD,B
45000001384,1000,100022,P200,2025-04-03,5833.38,EUR,B
45000001385,1000,100020,P300,2025-03-29,302.96,USD,
45000001386,1000,100028,P100,2025-01-31,3013.91,EUR,
45000001387,1000,100062,P200,2025-06-26,339.94,INR,
45000001388,1000,100109,P200,2025-02-03,2960.88,EUR,
45000001389,1000,100138,P200,2025-01-20,6819.64,USD,
45000001390,1000,100054,P100,2025-02-20,499.8,EUR,B
45000001391,1000,100061,P200,2025-06-01,2164.34,INR,A
45000001392,1000,100164,P200,2025-01-12,724.47,EUR,
45000001393,1000,100100,P300,2025-01-25,190.08,INR,B
45000001394,1000,100027,P300,2025-02-21,2943.6,USD,
45000001395,1000,100110,P300,2025-01-24,14709.71,USD,B
45000001396,2000,100200,P100,2025-03-31,10180.32,EUR,B
45000001397,1000,100181,P300,2025-06-06,1033.24,EUR,
45000001398,3000,100194,P100,2025-01-26,261.0,EUR,
45000001399,2000,100154,P100,2025-02-19,410.0,EUR,
45000001400,1000,100143,P300,2025-01-26,4148.04,EUR,A
45000001401,3000,100106,P300,2025-04-04,3494.68,INR,A
45000001402,1000,100033,P100,2025-06-22,8045.94,USD,A
45000001403,1000,100132,P300,2025-04-19,3122.14,INR,A
45000001404,2000,100099,P100,2025-01-29,2099.79,USD,
45000001405,1000,100134,P200,2025-05-14,5976.18,USD,B
45000001406,3000,100100,P300,2025-03-15,9892.92,INR,
45000001407,2000,100015,P100,2025-03-25,12111.89,USD,A
45000001408,3000,100100,P300,2025-04-27,3094.3,USD,B
45000001409,1000,100013,P300,2025-04-24,295.83,USD,A
45000001410,1000,100010,P100,2025-04-20,6069.95,USD,B
45000001411,1000,100164,P100,2025-04-05,3709.44,EUR,A
45000001412,1000,100115,P200,2025-06-22,168.5,USD,B
45000001413,3000,100123,P100,2025-06-18,2841.72,INR,
45000001414,2000,100084,P300,2025-04-12,60.18,EUR,
45000001415,1000,100085,P200,2025-02-13,3644.43,INR,A
45000001416,3000,100182,P200,2025-02-21,2469.42,INR,
45000001417,3000,100182,P200,2025-04-19,1848.2,USD,B
45000001418,3000,100185,P200,2025-05-29,1053.6,EUR,A
45000001419,2000,100031,P300,2025-04-02,169.4,EUR,A
45000001420,3000,100075,P200,2025-05-05,5254.56,INR,A
45000001421,1000,100049,P200,2025-01-28,4952.72,USD,A
45000001422,3000,100122,P100,2025-03-01,7065.4,INR,
45000001423,1000,100134,P200,2025-01-14,1257.26,EUR,
45000001424,2000,100063,P300,2025-02-15,5047.52,EUR,A
45000001425,2000,100200,P300,2025-02-09,19488.56,EUR,
45000001426,3000,100074,P300,2025-01-20,15075.15,USD,A
45000001427,2000,100155,P300,2025-02-21,13477.5,USD,A
45000001428,2000,100051,P300,2025-05-10,2685.09,USD,B
45000001429,1000,100054,P100,2025-05-20,8253.01,USD,
45000001430,2000,100007,P200,2025-04-09,3005.06,USD,A
45000001431,1000,100043,P100,2025-04-28,8644.65,INR,B
45000001432,2000,100132,P300,2025-06-18,2175.66,INR,A
45000001433,1000,100195,P200,2025-04-21,187.2,EUR,A
45000001434,1000,100186,P300,2025-05-05,5390.19,EUR,A
45000001435,3000,100052,P300,2025-06-18,851.52,EUR,B
45000001436,2000,100093,P300,2025-05-01,1171.46,INR,B
45000001437,2000,100129,P200,2025-01-15,1296.72,USD,B
45000001438,3000,100047,P300,2025-04-07,13024.9,USD,A
45000001439,1000,100059,P100,2025-03-24,2185.92,EUR,
45000001440,2000,100088,P200,2025-02-02,34121.27,EUR,B
45000001441,3000,100062,P200,2025-01-07,9809.41,USD,
45000001442,2000,100195,P200,2025-04-20,994.5,USD,A
45000001443,3000,100189,P100,2025-01-15,4548.2,INR,
45000001444,2000,100017,P300,2025-06-15,6539.79,INR,B
45000001445,2000,100057,P100,2025-01-17,2003.05,USD,
45000001446,3000,100097,P200,2025-01-06,4841.45,INR,A
45000001447,2000,100089,P300,2025-06-18,22190.12,EUR,A
45000001448,1000,100016,P300,2025-03-10,2367.42,USD,B
45000001449,2000,100060,P200,2025-01-06,20046.01,EUR,A
45000001450,3000,100168,P100,2025-03-24,583.83,USD,
45000001451,3000,100057,P100,2025-06-26,2163.43,USD,A
45000001452,3000,100040,P200,2025-05-09,5202.57,INR,B
45000001453,2000,100173,P200,2025-03-18,3568.69,INR,A
45000001454,1000,100172,P300,2025-06-12,1737.48,INR,A
45000001455,1000,100194,P200,2025-03-09,17939.87,EUR,A
45000001456,3000,100054,P300,2025-02-27,2000.1,INR,B
45000001457,1000,100142,P300,2025-05-29,10708.56,USD,A
45000001458,3000,100100,P300,2025-01-18,3025.86,USD,A
45000001459,2000,100122,P100,2025-02-23,1278.72,EUR,A
45000001460,2000,100006,P200,2025-05-10,8079.43,EUR,B
45000001461,1000,100139,P200,2025-03-22,9584.21,USD,A
45000001462,3000,100187,P200,2025-06-09,1178.4,EUR,B
45000001463,1000,100094,P300,2025-02-16,848.7,EUR,B
45000001464,3000,100176,P200,2025-02-17,3745.0,INR,B
45000001465,2000,100154,P300,2025-04-30,1708.95,EUR,B
45000001466,3000,100034,P300,2025-04-22,512.56,EUR,
45000001467,1000,100152,P200,2025-05-14,4130.9,USD,
45000001468,1000,100114,P300,2025-03-03,1146.15,EUR,A
45000001469,2000,100048,P200,2025-04-22,12389.98,INR,B
45000001470,2000,100076,P200,2025-02-22,9280.58,USD,B
45000001471,2000,100125,P300,2025-02-11,13552.48,EUR,
45000001472,1000,100070,P100,2025-04-14,3059.92,INR,
45000001473,1000,100025,P200,2025-01-08,3521.22,USD,A
45000001474,2000,100084,P200,2025-05-24,2995.27,EUR,
45000001475,1000,100151,P200,2025-02-21,3288.03,INR,
45000001476,2000,100037,P300,2025-03-08,19149.19,EUR,
45000001477,1000,100010,P300,2025-06-14,578.1,USD,
45000001478,1000,100166,P200,2025-01-15,2295.26,EUR,A
45000001479,2000,100154,P200,2025-01-17,3087.46,EUR,B
45000001480,2000,100108,P300,2025-01-24,489.32,INR,
45000001481,3000,100088,P300,2025-01-29,618.0,EUR,
45000001482,3000,100029,P300,2025-05-14,795.0,EUR,A
45000001483,1000,100061,P100,2025-05-08,5347.58,EUR,
45000001484,2000,100001,P300,2025-03-22,590.81,EUR,A
45000001485,2000,100059,P100,2025-03-02,3801.52,INR,
45000001486,1000,100015,P200,2025-02-14,3577.5,USD,A
45000001487,3000,100164,P100,2025-03-07,17121.09,USD,B
45000001488,3000,100012,P100,2025-04-06,2399.72,USD,B
45000001489,2000,100053,P300,2025-04-19,9282.91,INR,A
45000001490,2000,100143,P200,2025-02-07,1523.66,EUR,A
45000001491,1000,100177,P300,2025-03-20,7908.86,EUR,
45000001492,1000,100179,P300,2025-06-19,22028.03,EUR,
45000001493,3000,100101,P200,2025-03-06,692.18,USD,B
45000001494,2000,100094,P300,2025-06-29,6286.09,INR,B
45000001495,2000,100146,P200,2025-03-02,3837.24,INR,A
45000001496,2000,100143,P100,2025-03-07,8898.2,INR,A
45000001497,1000,100012,P200,2025-02-23,2727.32,EUR,A
45000001498,2000,100153,P100,2025-06-14,8659.04,USD,
45000001499,2000,100113,P300,2025-05-06,10122.2,USD,A
45000001500,1000,100156,P100,2025-04-19,4731.92,EUR,A
45000001501,1000,100057,P200,2025-05-10,3116.64,USD,B
45000001502,3000,100047,P200,2025-05-21,37497.67,USD,B
45000001503,1000,100177,P300,2025-01-08,294.06,EUR,
45000001504,2000,100085,P300,2025-06-11,3379.86,INR,
45000001505,1000,100122,P300,2025-04-13,2567.44,USD,A
45000001506,1000,100028,P100,2025-05-28,2106.0,INR,
45000001507,3000,100144,P300,2025-05-13,545.94,INR,B
45000001508,2000,100194,P200,2025-06-25,1454.01,USD,A
45000001509,2000,100117,P100,2025-02-04,4780.53,EUR,B
45000001510,2000,100175,P100,2025-03-25,1909.3,INR,A
45000001511,1000,100173,P200,2025-04-05,6066.62,USD,B
45000001512,1000,100139,P100,2025-02-27,5566.79,EUR,B
45000001513,3000,100150,P100,2025-06-06,4468.57,INR,A
45000001514,2000,100145,P300,2025-02-20,1214.4,INR,
45000001515,3000,100025,P200,2025-04-13,3374.43,EUR,A
45000001516,1000,100003,P200,2025-02-08,12300.26,INR,B
45000001517,1000,100156,P300,2025-01-31,14379.42,EUR,A
45000001518,3000,100004,P200,2025-04-27,3172.0,INR,
45000001519,1000,100053,P200,2025-02-22,5827.14,USD,B
45000001520,2000,100127,P100,2025-05-07,14574.84,USD,
45000001521,1000,100082,P200,2025-06-03,10967.28,EUR,B
45000001522,2000,100114,P100,2025-02-18,5339.05,USD,
45000001523,2000,100145,P200,2025-01-08,8161.03,INR,B
45000001524,1000,100127,P200,2025-04-26,268.8,EUR,B
45000001525,2000,100162,P100,2025-06-15,1995.6,INR,A
45000001526,2000,100041,P300,2025-02-04,3398.07,USD,B
45000001527,3000,100176,P200,2025-02-24,1221.0,EUR,A
45000001528,2000,100095,P100,2025-06-02,1747.34,INR,B
45000001529,1000,100154,P200,2025-01-16,8234.67,INR,A
45000001530,3000,100091,P300,2025-04-01,642.2,EUR,B
45000001531,1000,100191,P200,2025-01-12,287.68,EUR,B
45000001532,2000,100053,P200,2025-04-08,4917.93,EUR,A
45000001533,3000,100064,P100,2025-02-03,10650.49,EUR,
45000001534,1000,100172,P300,2025-03-08,5516.98,USD,A
45000001535,1000,100100,P100,2025-04-30,6511.74,USD,B
45000001536,2000,100023,P100,2025-05-16,1318.5,USD,
45000001537,1000,100018,P100,2025-03-22,369.5,USD,A
45000001538,2000,100193,P200,2025-04-03,18049.35,USD,B
45000001539,3000,100103,P200,2025-03-09,13069.6,USD,
45000001540,3000,100042,P200,2025-03-22,1060.28,INR,B
45000001541,3000,100138,P200,2025-06-18,681.6,INR,
45000001542,1000,100170,P100,2025-02-08,936.51,INR,
45000001543,2000,100076,P100,2025-05-01,6033.56,EUR,A
45000001544,1000,100161,P200,2025-04-22,3539.13,INR,A
45000001545,3000,100090,P300,2025-04-02,396.41,USD,A
45000001546,1000,100164,P300,2025-05-07,1679.4,INR,
45000001547,1000,100071,P100,2025-03-31,8217.44,USD,
45000001548,3000,100186,P300,2025-02-13,1004.09,USD,B
45000001549,3000,100068,P100,2025-06-19,462.06,EUR,
45000001550,3000,100130,P100,2025-05-15,3683.43,USD,
45000001551,2000,100132,P300,2025-03-05,2274.58,INR,A
45000001552,2000,100044,P300,2025-01-07,549.54,EUR,
45000001553,2000,100195,P300,2025-04-11,3852.31,INR,A
45000001554,1000,100138,P100,2025-02-09,3700.21,USD,B
45000001555,2000,100167,P200,2025-06-18,997.92,EUR,A
45000001556,3000,100081,P100,2025-06-02,1215.33,USD,
45000001557,3000,100165,P200,2025-06-17,13392.21,USD,B
45000001558,1000,100160,P100,2025-05-26,7072.32,INR,B
45000001559,2000,100032,P100,2025-03-14,2249.43,EUR,
45000001560,3000,100126,P200,2025-05-21,20421.24,INR,A
45000001561,1000,100065,P100,2025-03-07,6552.0,USD,
45000001562,1000,100159,P100,2025-01-06,5965.36,USD,A
45000001563,3000,100186,P300,2025-03-14,3480.1,INR,
45000001564,2000,100169,P200,2025-03-18,47207.02,EUR,A
45000001565,3000,100175,P100,2025-06-25,1056.57,USD,B
45000001566,2000,100118,P300,2025-01-25,22403.22,INR,A
45000001567,2000,100096,P200,2025-04-25,3615.56,USD,B
45000001568,2000,100150,P100,2025-06-03,3808.75,USD,A
45000001569,1000,100134,P200,2025-06-07,2337.93,EUR,A
45000001570,1000,100063,P300,2025-01-24,2601.19,USD,A
45000001571,1000,100185,P300,2025-06-23,2019.83,EUR,B
45000001572,2000,100092,P300,2025-02-09,914.4,EUR,B
45000001573,1000,100112,P200,2025-05-15,4093.86,USD,A
45000001574,2000,100136,P200,2025-01-21,10866.98,INR,
45000001575,2000,100022,P100,2025-06-25,1345.96,EUR,A
45000001576,3000,100076,P100,2025-03-17,3410.04,EUR,
45000001577,3000,100021,P100,2025-01-12,1797.28,EUR,A
45000001578,1000,100198,P200,2025-04-16,2158.12,EUR,B
45000001579,2000,100112,P200,2025-05-26,26966.82,USD,B
45000001580,3000,100027,P100,2025-01-21,7706.72,INR,B
45000001581,2000,100172,P100,2025-06-19,5761.56,INR,A
45000001582,1000,100199,P200,2025-01-12,2643.71,EUR,A
45000001583,3000,100135,P300,2025-03-22,20411.08,USD,B
45000001584,3000,100138,P200,2025-04-26,4195.26,USD,
45000001585,1000,100110,P100,2025-02-24,9286.76,EUR,B
45000001586,3000,100123,P100,2025-03-08,5560.56,USD,B
45000001587,1000,100182,P200,2025-01-05,1188.54,INR,
45000001588,3000,100170,P200,2025-02-13,5885.39,USD,B
45000001589,3000,100195,P300,2025-04-14,662.23,EUR,B
45000001590,2000,100034,P300,2025-05-05,316.32,EUR,A
45000001591,3000,100152,P300,2025-06-26,5628.6,EUR,A
45000001592,1000,100169,P100,2025-03-19,1010.52,INR,
45000001593,1000,100161,P100,2025-02-18,485.94,EUR,
45000001594,1000,100125,P200,2025-01-07,4130.79,EUR,
45000001595,1000,100092,P200,2025-06-16,940.54,EUR,B
45000001596,1000,100063,P200,2025-02-18,2678.4,USD,
45000001597,2000,100113,P100,2025-05-02,618.4,INR,
45000001598,3000,100135,P300,2025-02-09,530.58,USD,A
45000001599,1000,100192,P200,2025-05-01,5062.43,EUR,
45000001600,2000,100175,P300,2025-02-21,7648.27,USD,
45000001601,1000,100190,P100,2025-03-27,3778.86,EUR,B
45000001602,2000,100178,P200,2025-04-21,14362.16,EUR,B
45000001603,3000,100138,P300,2025-06-02,10518.95,USD,
45000001604,2000,100035,P200,2025-05-05,2125.81,EUR,B
45000001605,3000,100126,P200,2025-06-06,14874.3,INR,B
45000001606,3000,100092,P100,2025-01-16,8569.44,USD,B
45000001607,3000,100140,P100,2025-03-22,1708.44,USD,B
45000001608,2000,100068,P100,2025-04-17,674.56,USD,B
45000001609,2000,100101,P200,2025-06-15,9566.03,EUR,A
45000001610,1000,100150,P200,2025-01-06,1311.2,EUR,
45000001611,2000,100027,P200,2025-05-01,13208.12,INR,B
45000001612,3000,100037,P300,2025-02-26,12794.34,USD,B
45000001613,2000,100154,P100,2025-06-18,9048.88,USD,B
45000001614,2000,100064,P300,2025-04-10,7416.44,EUR,B
45000001615,2000,100128,P100,2025-04-03,4897.73,EUR,
45000001616,3000,100170,P300,2025-03-14,2502.06,INR,B
45000001617,1000,100153,P100,2025-05-04,23364.17,INR,
45000001618,2000,100170,P100,2025-06-05,2161.6,USD,A
45000001619,1000,100057,P100,2025-03-19,2338.92,EUR,
45000001620,2000,100168,P200,2025-01-05,3412.2,USD,B
45000001621,1000,100197,P300,2025-02-10,8058.96,INR,
45000001622,2000,100192,P100,2025-03-28,25583.16,EUR,
45000001623,3000,100020,P100,2025-01-31,628.32,USD,A
45000001624,2000,100196,P100,2025-03-29,10184.48,EUR,A
45000001625,3000,100078,P300,2025-02-08,7115.4,EUR,B
45000001626,3000,100117,P100,2025-01-27,9560.25,USD,A
45000001627,1000,100157,P300,2025-01-29,1610.44,EUR,
45000001628,1000,100094,P300,2025-05-24,1855.66,INR,
45000001629,1000,100111,P100,2025-06-11,8135.72,USD,
45000001630,3000,100035,P200,2025-03-16,1859.06,EUR,A
45000001631,1000,100017,P300,2025-01-26,4371.43,USD,A
45000001632,1000,100163,P100,2025-02-05,2739.96,USD,A
45000001633,1000,100015,P200,2025-01-02,3666.0,USD,A
45000001634,1000,100008,P100,2025-05-10,3122.35,USD,A
45000001635,2000,100106,P300,2025-04-17,3406.56,EUR,
45000001636,3000,100072,P200,2025-02-08,34950.77,INR,
45000001637,2000,100131,P200,2025-04-20,8456.19,USD,B
45000001638,2000,100199,P100,2025-06-24,3029.0,USD,
45000001639,3000,100149,P300,2025-01-03,13288.14,INR,
45000001640,2000,100154,P200,2025-03-28,6379.66,INR,A
45000001641,2000,100142,P100,2025-01-16,8026.19,EUR,B
45000001642,3000,100162,P100,2025-02-08,5551.82,EUR,B
45000001643,3000,100023,P200,2025-06-19,1408.68,USD,A
45000001644,3000,100067,P300,2025-06-24,5552.16,USD,B
45000001645,2000,100021,P100,2025-03-22,1309.62,USD,B
45000001646,1000,100137,P300,2025-06-06,5323.67,USD,A
45000001647,1000,100140,P300,2025-06-14,12434.96,EUR,B
45000001648,2000,100130,P300,2025-06-16,716.29,USD,B
45000001649,1000,100001,P200,2025-04-14,6792.55,INR,
45000001650,2000,100167,P200,2025-05-18,590.82,EUR,B
45000001651,3000,100093,P300,2025-02-02,8410.41,USD,
45000001652,3000,100068,P300,2025-01-24,1953.58,USD,B
45000001653,3000,100181,P100,2025-03-29,4630.81,INR,
45000001654,3000,100024,P200,2025-05-19,9981.25,INR,A
45000001655,3000,100116,P100,2025-04-19,7337.71,EUR,
45000001656,2000,100118,P300,2025-04-06,5302.0,EUR,A
45000001657,1000,100121,P300,2025-02-01,2398.92,INR,A
45000001658,3000,100161,P300,2025-03-18,983.09,INR,A
45000001659,1000,100008,P300,2025-03-28,211.12,EUR,B
45000001660,3000,100116,P300,2025-06-10,1181.84,EUR,
45000001661,2000,100096,P200,2025-03-31,5957.17,EUR,B
45000001662,3000,100002,P100,2025-05-27,38802.99,EUR,A
45000001663,3000,100150,P100,2025-05-14,11119.31,INR,A
45000001664,3000,100127,P100,2025-05-13,9322.36,USD,A
45000001665,1000,100010,P300,2025-01-26,1615.87,USD,A
45000001666,1000,100151,P100,2025-01-21,3193.47,USD,
45000001667,1000,100178,P200,2025-05-02,15280.41,INR,A
45000001668,3000,100031,P200,2025-06-23,5641.81,EUR,B
45000001669,2000,100091,P200,2025-05-13,32391.45,EUR,A
45000001670,2000,100076,P200,2025-06-12,6264.09,EUR,A
45000001671,1000,100047,P100,2025-04-17,1846.85,EUR,
45000001672,3000,100014,P200,2025-05-05,12513.09,INR,B
45000001673,3000,100176,P100,2025-05-12,7077.89,EUR,
45000001674,2000,100152,P100,2025-04-27,1733.04,EUR,
45000001675,2000,100199,P100,2025-05-24,5827.0,EUR,A
45000001676,1000,100041,P200,2025-01-29,28266.14,EUR,A
45000001677,3000,100151,P100,2025-01-11,14542.13,INR,A
45000001678,2000,100020,P200,2025-03-20,852.66,USD,A
45000001679,1000,100128,P100,2025-01-08,3329.96,EUR,A
45000001680,2000,100092,P200,2025-01-13,567.18,INR,
45000001681,1000,100133,P100,2025-05-06,23346.3,EUR,A
45000001682,1000,100009,P200,2025-01-18,2008.32,USD,B
45000001683,3000,100081,P200,2025-03-21,1081.71,USD,A
45000001684,3000,100119,P300,2025-05-02,18360.64,INR,
45000001685,3000,100182,P200,2025-05-10,3238.23,USD,B
45000001686,1000,100016,P300,2025-04-25,4283.5,USD,
45000001687,3000,100063,P300,2025-06-09,2953.68,USD,A
45000001688,2000,100144,P200,2025-03-01,3174.15,EUR,
45000001689,2000,100088,P300,2025-06-21,3577.64,USD,B
45000001690,1000,100053,P300,2025-01-23,6671.43,INR,B
45000001691,3000,100080,P200,2025-06-11,6710.89,EUR,B
45000001692,3000,100138,P300,2025-02-01,7015.58,INR,
45000001693,3000,100082,P300,2025-06-08,7674.56,INR,B
45000001694,1000,100050,P200,2025-05-14,4764.2,EUR,
45000001695,3000,100018,P300,2025-01-31,8850.6,INR,
45000001696,1000,100078,P100,2025-03-12,5729.52,EUR,B
45000001697,1000,100165,P300,2025-04-24,2296.53,EUR,A
45000001698,3000,100100,P100,2025-04-13,3846.91,USD,
45000001699,2000,100177,P100,2025-03-29,3827.86,USD,
45000001700,2000,100079,P200,2025-05-16,12663.67,USD,
45000001701,1000,100116,P300,2025-01-30,1749.87,INR,A
45000001702,1000,100112,P200,2025-02-06,5577.96,INR,
45000001703,2000,100182,P300,2025-03-20,1466.36,INR,
45000001704,2000,100119,P100,2025-06-07,3227.2,INR,B
45000001705,2000,100058,P200,2025-01-15,1807.8,INR,A
45000001706,2000,100122,P200,2025-02-06,455.84,USD,A
45000001707,1000,100154,P100,2025-01-31,852.69,INR,B
45000001708,1000,100130,P200,2025-05-31,5176.23,EUR,B
45000001709,1000,100167,P200,2025-04-09,1420.46,INR,A
45000001710,3000,100171,P200,2025-04-29,587.04,INR,A
45000001711,2000,100191,P300,2025-01-08,7714.37,INR,
45000001712,3000,100020,P300,2025-03-10,6722.82,EUR,
45000001713,3000,100044,P300,2025-03-05,881.1,INR,A
45000001714,2000,100172,P200,2025-05-26,14732.42,INR,B
45000001715,1000,100024,P100,2025-05-09,3051.21,USD,B
45000001716,1000,100171,P300,2025-02-13,17440.3,USD,B
45000001717,1000,100075,P100,2025-04-26,12712.56,USD,B
45000001718,3000,100110,P100,2025-03-16,506.52,INR,
45000001719,2000,100069,P300,2025-05-04,166.1,USD,B
45000001720,2000,100148,P300,2025-04-08,1749.12,INR,B
45000001721,2000,100141,P100,2025-05-11,5405.81,INR,B
45000001722,3000,100031,P100,2025-05-17,22404.71,USD,
45000001723,3000,100008,P100,2025-04-12,1167.69,INR,B
45000001724,2000,100173,P200,2025-05-23,7024.73,INR,B
45000001725,2000,100062,P300,2025-05-10,362.84,USD,B
45000001726,3000,100016,P200,2025-03-08,1487.71,USD,
45000001727,2000,100194,P200,2025-06-19,1721.02,INR,A
45000001728,2000,100136,P100,2025-06-03,6127.38,EUR,
45000001729,1000,100190,P300,2025-06-15,5779.83,USD,
45000001730,3000,100169,P100,2025-01-03,21894.57,USD,B
45000001731,3000,100097,P200,2025-06-28,19337.15,USD,B
45000001732,3000,100164,P300,2025-01-21,247.02,INR,B
45000001733,3000,100151,P200,2025-01-08,457.05,EUR,
45000001734,2000,100014,P300,2025-04-01,30668.56,USD,A
45000001735,3000,100034,P100,2025-02-15,29540.88,INR,A
45000001736,1000,100096,P200,2025-04-05,28794.53,INR,
45000001737,2000,100103,P300,2025-01-06,10118.48,EUR,A
45000001738,1000,100054,P300,2025-02-19,1421.88,EUR,A
45000001739,1000,100192,P200,2025-02-26,1817.61,USD,
45000001740,2000,100052,P300,2025-03-13,775.45,EUR,B
45000001741,1000,100165,P100,2025-02-23,6429.93,EUR,A
45000001742,2000,100042,P300,2025-01-29,6923.24,EUR,A
45000001743,3000,100002,P100,2025-02-13,2539.61,EUR,B
45000001744,3000,100055,P300,2025-05-25,2598.81,EUR,B
45000001745,1000,100146,P300,2025-02-14,5280.87,INR,B
45000001746,1000,100017,P200,2025-01-17,1943.16,EUR,
45000001747,3000,100143,P200,2025-05-14,497.26,INR,B
45000001748,3000,100019,P300,2025-01-06,565.74,EUR,B
45000001749,3000,100012,P300,2025-03-06,15844.76,USD,
45000001750,3000,100135,P300,2025-04-20,1504.16,EUR,
45000001751,2000,100073,P200,2025-03-24,2830.95,USD,
45000001752,3000,100049,P200,2025-06-24,1020.15,USD,A
45000001753,1000,100149,P300,2025-05-13,824.18,INR,
45000001754,2000,100136,P300,2025-03-13,18418.87,USD,A
45000001755,2000,100134,P100,2025-01-02,3404.64,USD,
45000001756,1000,100059,P300,2025-05-27,4263.28,INR,B
45000001757,1000,100030,P100,2025-04-19,2573.58,INR,
45000001758,2000,100124,P100,2025-03-26,1257.63,EUR,B
45000001759,1000,100183,P200,2025-01-25,11144.37,USD,
45000001760,3000,100181,P200,2025-06-01,1083.96,USD,
45000001761,2000,100001,P100,2025-01-28,28646.11,USD,
45000001762,3000,100061,P100,2025-03-27,20044.59,INR,B
45000001763,2000,100021,P100,2025-06-08,1483.14,EUR,A
45000001764,1000,100130,P100,2025-05-29,918.22,INR,
45000001765,2000,100021,P300,2025-04-07,2573.88,INR,
45000001766,2000,100061,P100,2025-01-16,4042.08,USD,B
45000001767,2000,100137,P100,2025-06-10,16725.9,INR,B
45000001768,3000,100017,P100,2025-01-15,7364.37,USD,A
45000001769,1000,100188,P300,2025-04-13,4589.32,USD,
45000001770,3000,100038,P300,2025-06-03,4084.2,INR,A
45000001771,2000,100180,P200,2025-04-09,1303.71,EUR,B
45000001772,2000,100199,P300,2025-01-26,24008.63,EUR,
45000001773,3000,100145,P200,2025-04-27,10145.94,EUR,
45000001774,1000,100068,P100,2025-01-28,1543.82,EUR,B
45000001775,3000,100124,P100,2025-01-18,1337.48,EUR,
45000001776,3000,100178,P200,2025-06-13,4003.61,USD,A
45000001777,3000,100047,P300,2025-05-04,12427.14,USD,
45000001778,1000,100019,P100,2025-03-04,1344.84,INR,
45000001779,3000,100101,P200,2025-03-21,3541.46,EUR,B
45000001780,2000,100038,P300,2025-04-02,15907.74,EUR,
45000001781,2000,100160,P200,2025-02-07,8195.72,EUR,A
45000001782,2000,100161,P100,2025-03-16,267.0,EUR,B
45000001783,3000,100038,P100,2025-06-18,227.7,INR,
45000001784,3000,100019,P100,2025-05-10,13280.91,USD,A
45000001785,1000,100174,P300,2025-02-20,1686.38,INR,
45000001786,1000,100054,P300,2025-03-29,1430.28,USD,B
45000001787,2000,100029,P300,2025-06-27,8280.13,EUR,A
45000001788,3000,100187,P200,2025-05-29,3479.14,EUR,A
45000001789,2000,100077,P100,2025-04-18,4047.94,INR,A
45000001790,2000,100178,P100,2025-01-11,2824.39,INR,B
45000001791,3000,100064,P100,2025-02-27,25166.27,USD,B
45000001792,1000,100052,P200,2025-02-24,6947.32,EUR,A
45000001793,1000,100184,P200,2025-04-07,350.24,INR,
45000001794,1000,100074,P100,2025-04-03,3609.9,USD,
45000001795,1000,100073,P100,2025-05-23,3436.2,USD,A
45000001796,3000,100105,P300,2025-02-19,3016.26,USD,
45000001797,1000,100073,P100,2025-01-08,2228.82,USD,
45000001798,2000,100183,P300,2025-02-26,4147.39,INR,A
45000001799,1000,100071,P100,2025-05-22,4312.3,INR,
45000001800,2000,100088,P100,2025-02-15,2066.8,INR,B
45000001801,2000,100014,P300,2025-02-05,577.5,INR,A
45000001802,2000,100080,P200,2025-02-23,2342.8,INR,A
45000001803,3000,100069,P100,2025-04-06,13112.57,EUR,B
45000001804,3000,100043,P100,2025-04-22,1235.19,INR,
45000001805,1000,100181,P100,2025-02-03,6810.92,EUR,A
